Input,label
"Endi YouTubega boring, u erda sizning qo'rqinchli emasligingizni ko'rsatadigan YouTube-u bor. Freddy 2-dagi qo'rqinchli vaziyatda qanday qilib 5 kecha qilishni o'rganishga harakat qilaman, lekin xo'jayin kabi o'ynayman, lekin Chika menga kelsa, men chipqonni qoqib yubormayman",1
"TOO KO'P TANLOVGA ETAKLAB: AYoLLAR UChUN KO'RSATILADI, ammo juda ko'p reklama bor",0
"Yo'qotilgan karta 3 kostyum to'liq yuqoriga ko'tarildi, barcha mashklar 7 ga chiqdi va bortda 8 ta spades 9K yo'q edi.",0
FAQAT OLG'A,1
qurulmani ishdan chikaradi yaki bazi funksiyalarni toxtatip koyadi,0
Sho'ng'in qobiliyatini yaxshilash uchun ajoyib vosita Men ushbu ilovani yillar davomida foydalandim va uni haydashni yaxshilash uchun ajoyib vosita deb topdim,1
"Kitob to'ldiruvchisi Candy Crush bilan uchrashadi Faqat vaqtni belgilash qiyin emas, ammo ular juda qiziqarli.",1
"Valia ,, Bharuch Qanchadan-qancha, o'yin.",1
"Buni o'chirib tashladim, chunki rasmlar menga juda mos emas",0
Birinchi harakat Birinchi navbatda qaerga borishim kerak? Ochiq ko'rsatma bering. Damnnnn ... grrrrr ..,0
Bubble cat is reyting www.uz Juda yaxshi o'yin,1
"Aqldan ozib ketadi, har doim puchga chiqadi va kechikib ketadi, keyin esa uning uchun nimadir kiradi. O'yinda 2 daqiqa o'ynash mumkin emas.",0
"Katta ilovalar, ammo hozir qulab tushmoqda",0
Yaxshi emas,0
"O'yin, bu o'yinni o'ynash uchun qilish kerak bo'lgan fikrni yaxshi ko'raman",1
"ajoyib Albatta, ushbu ilovaning ko'rinishini va ma'lumotlarini yaxshi ko'raman",1
Internet uchun juda qulay,1
Yaxshi o'yin Vaqtni yo'qotishning yaxshi usuli,1
Snakes va narvonlarini Bu juda ham chuqur o'yinlarni men hech kim bilan o'ynashim mumkin,1
Men navigatsiya ilovasiga nima qildingiz? Mening uyimga bosish uchun navigatsiya dasturini ochdim va u baribir ketdi. Bu Google uchun sizdan so'raganim yo'q.,0
"Sevgi bu bilan ishlash juda oson edi, va mening chizilganim yaxshilanadi deb o'ylayman",1
"Katta App Ushbu dastur haqiqatdan ham foydali ekanini aniqladim, 6 yildan ortiq vaqt davomida kazinolardan tashqariga chiqqandan so'ng, ushbu dastur haqiqatdan ham rasmni o'ynashni va boshqalarni eslab qolish bilan yordam berdi.",1
Zo'r,1
Juda yaxshi ap,1
Sevgi bu katta o'yin juda qo'shadi va yangilanishlar ham yaxshi edi ..,1
pekna praca,1
"Sony Z2 noto'g'ri ilovasi, ilovalarni bir necha rulondan keyin panjara bo'ylab harakatlanish imkonini beruvchi to'xtatib turadigan xususiyatlarni yaratolmaysiz. Sotib olmang.",0
Ajablanarlisi sekin Bu dastur kulgili tarzda sekinlashadi. Mening jiyanim bundan zavqlana olmaydi.,0
"Katta Men o'yinni yaxshi ko'raman, lekin bir nechta takliflarim bor. O'ylaymanki, siz buzilgan akslar va motorlar uchun haq to'lashingiz kerak. Va mavsum nuqtalarini qo'shing.",1
"Yomon dastur yuklanmaydi. Iltimos, qaytaring.",0
"Qo'llab-quvvatlaydigan noma'lum xatoni tuzatsa bo'ladimi ?! Bu yaxshi ishlarga qaramay, men ingliz tilidagi variant bilan ko'proq televizion shoularni o'tkazmoqchiman",1
"Hayajonli dastur Bu ishlaydi. Belgilanganidek, LG G3-da ishlamagandim, ammo Galaxy Tab-dagi joziba sifatida ishladim. Nihoyat, bu dasturni mintaqani o'zgartirish uchun qildim va u menga 10 soniyani olib keldi",1
Oqimlarni qayta ishlash yetarli emas. Sanoatning muayyan qismlarini kiritish uchun hech qanday usul topilmadi.,0
Beeline hamasidan alooo ok,1
"Nafrat hatto Samsung s6 chekkasini ham yuklamaydi va nihoyat, uni ochganda nihoyat yuklaydi, hatto buni qilmasdan ham darhol o'chirib qo'yaman, shuning uchun men sahifani ochib, iPhone'dagi dushman yillarini kulgili qilib, mukammal ishladim.",0
Buni yaxshi sotib olmadim va pulni qaytarishni istamayman.,0
"Chelpus tomonidan internetda omadli patcherni yuklab olish, hatto klanlarning to'qnashuvini ham yo'q qilish imkonini beradi",1
U Yhuu uning o'yin-kulgini o'ylab ko'rishi mumkin yoki Waheva Bhut Men uni baholayman 5 Bcuzi uning kulgililigi juda ko'p Entertaininn,1
"Hozirda katta ishtiyoq mavjud emas. Ish juda katta ishtiyoq edi, lekin dastur ochilishni to'xtatdi. Internet har doim ham deyilmaydi. Va u ishni bajarganda, sharhlar 10 marta yuklanmaydi. Iltimos, bu br.",0
Klassik o'yinning ajoyib versiyasi Tezda yumaloq yurishdan charchamang. Ushbu bepul versiyada reklama juda tajovuzkor emas.,1
Grrrrr Men bu ilovani o'chirib qo'yishim kerakligini aytadi b4 Men uni o'chirib tashlay olaman ... lekin bu uni o'chirishga ruxsat bermaydi .. omg juda zerikarli,0
bu lug'atdan o'zbekcha so'zni ruschaga o'tkazayotganda ham kril alfafitidan foydalanish kerak lotinnikida emas.Bu menga qiyinchilik tug'diradi,0
"KO'P yo'q fún ... Juda dissapointed, uni ocholmadim",0
Ko'ngilsiz o'yin juda yomon. Xatolar ham to'la.,0
Ko'p,1
"Agar siz erkin o'yin o'tkazmoqchi bo'lsangiz, ba'zi faoliyatlarni sotib olishingiz shart emas.",0
"Bubble witch dastani 2 Men unga bir nechta pul to'layman. U odamlar mening pulimni ushlab turishadi va u ishlaydi, keyin esa pulni qaytarib olishni hech qachon bekor qilmayman, agar men 24 soatdan beri ur o'g'il bolalar o'yinlarini bekor qilsam",0
"Iiiiiiii nafratlanaman Bu hazil, men istagan manga haqida ham qo'ng'iroq qila olmayman",0
"Katta, siz muammoni bartaraf etishga o'xshaysiz, ajoyib Facebook-ning o'zaro faoliyat postlarini qo'shishingiz mumkin.",1
"Ajoyib o'yin Agar siz Word o'yinlarini yoqtirsangiz, siz bularni sevasiz.",1
"uphill racing. okinnana uchrashdi. Nagalas. Mening jipdan kontseptsiyani o'zgartirganimda 60 ming tangalar yo'qoldi, lekin kontseptsiyani sotib olmadi. Sucks. Ushbu yarim yulduzni baholang, tushayotgan yulduz",0
"Bu soxta appdir. Vaqtni behuda sarflamang, bu men uchun etarlicha yaxshi emas",0
Rahmat,1
To'liq yuklab olinmaydi,0
Ushbu o'yin oylarini berdim va uni qayta o'rnatishni umid qildim va hech narsa qilolmadim.,0
Bu kunni tashqariga chiqqanda men foydalanishim mumkin bo'lgan mukammal ish vositasidir,1
Juda yaxshi ilova Ushbu dasturdan o'rganadigan 1 nafar yigitim bu bolalar uchun juda ishonchlidir.,1
Ijro etishni to'xtata olmaydi. Bu odat tusiga kiradi Qachon siz yangi darajalar qo'shasiz Oxirgi yangilash ancha vaqt ilgari edi.,1
Chotkiy ekan,1
Sovg'ani men taniydigan va bir nechta chindan ham ajoyib insonlar haqida o'ylashga oldim,1
Nimaga faqat Rus tilida,1
"Katta g'alabaga erishish uchun hech qanday to'lash yo'q. Katta mag'lubiyatga uchragan 2500 ta tanga bo'lishi kerak edi, ammo faqatgina 30 bor edi. . Kinda o'yinni olib ketadi",0
"Tahrir yoki o'chirish Matnlar yoki qo'ng'iroqlar uchun bildirishnomalar telefonimdan ushbu ilovadan foydalanganda ishlamaydi. Bundan tashqari, hamma narsa ilovada yaxshi ishlaydi",0
"My God Im, ispan meksikaliklarga tarjima qilmoqdalar va odamlar nima demoqchi ekanligini bilishmaydi. Bunga ishonmayman",0
"Ishlamaydi ... men ilovani ochishga harakat qilsam, u faqat ekranda muzlashadi va keyin qulaydi. Har safar. Iltimos, tuzatib qo'ying yoki men pulimni qaytarib olaman. BS noto'g'ri reklama. Soxta o'yin hatto ishlamaydi",0
"Katta o'yin, lekin Lollipop 5.0.1 bilan ishlaydigan Nexus 7 da ishlamaydi. O'yin faqatgina cho'kadi. EA Iltimos, tuzatmoq.",0
Yo'q qilolmaysiz Poezd simulyatori uchun bir reklam chiqadi va uni pastga tushira olmayman. Hatto menyudan oldim. O'zgarish kerak,0
Ilovani ko'rinishi bolmaydi,0
"Bu kabi bir necha yil oldin HTC Thunderboltda edi. Motorola Droidsga qaytib kelganimda uni yo'qotib qo'ydim. Endi, qanday ko'rinishga va ob-havo manbasiga ega ekanligimni tekshiraman.",1
Ushbu o'yinni yaxshi ko'rish har haftada yangi o'yinlarni yaxshi to'lovlar va grafik bonuslarga ega bo'lasiz. 57 darajaga etgunga qadar hozirda 62 ga teng darajaga tushgan va hali ham o'ynashga to'g'ri kelmaydi,1
"Men uni o'chirib tashlayman ... O'yin Sony Xperia T2 Ultra-da juda sekin ishlaydi, bu yomon smartfon emas. Bundan tashqari, ishga tushirish uchun internetga ulanish talab etiladi. Internet bo'lmasa, o'yin yuklamaydi.",0
"Rowan-ning ajoyib ilovasi Bugungi kunda u erda do'stlar bilan bir nechta bepul daqiqalarni o'ynashning ajoyib usuli. kulgili, oson, userfriendly o'yin Bezirg'a o'yin taxtasi kabi juda ko'p. Bu menga judayam yoqdi",1
"Yaxshilik qilish va yangilanishlar bo'lishi mumkin, chunki bu bolalarning o'ldirilishini xohlayman, deb so'raydi. Pryce Kelly yayou",0
Avtomatik ravishda pul to'laydi. Ushbu ilova uzoq vaqtdan beri ishlatilganidan so'ng uni qanday qilib bekor qilishni aniqlay olmaydi,0
"Juda yoqimli O'yin qiziqarli va odamni band qiladi. Biroq, mototsiklni qulab tushgan paytni ta'mirlash singari ba'zi bir xususiyatlarni qo'shishga harakat qiling va u qulab tushgan joydan davom etishi mumkin.",1
Xoxo Bu juda yaxshi o'yin,1
Yaxshi,1
"Fantastic racer Bu men telefonda o'ynagan eng yaxshi poyga o'yin. Faqat 79p ajoyib o'yin, dahshatli grafikalar, o'yindagi unlockables, lekin ilovalarni sotib olishda ahmoqona. Zo'r. Umid qilamanki, bu kompaniya ko'proq o'yin ko'rsatadi",1
Buni yaxshi ko'radigan barcha bolalar uchun yaxshi bo'ldi,1
Qizim buni yaxshi ko'raman ... Biz hayotdan ko'z yumganimizda katta hayot saqlagich,1
5.1-quvvatlamaydi. Android 5.0 yoki undan yuqori versiyasida ishlamaydi,0
"Gecikmeli sotish Oxirgi 3orders mahsulotlari kutilgan etkazib berish sanasi so'ng 23days taslim bo'ldi, bu 7 iyul kuni buyurtma qilingan fasol yukxalta OD003313773757524700 va hali ham yuborilgan emas.",0
yaxshi,1
Zo'r LG Nexus 5 D821,1
"Ajdaho simulyatorining hayratlanarli ajib dunyosi Eng yaxshi o'yin hech qachon ona va chaqaloqlar bilan osonlashdi. Men 3 marta suvni o'ldirdim. 13 boshli hidra 2 ajdar shoh. 6 ta qirollik eng yaxshi o'yinni, lekin sizda hydra ajdaho kabi boshqa ajdaho qo'shishingiz mumkin",1
"Ajoyib o'yin O'yinni yaxshi ko'rish, juda ko'p vaqtni o'ldirishning ajoyib usuli. O'yin vaqti tugmasi tezlashib qolsa, yaxshi bo'lardi, agar bizda katta o'yin maydoni bo'lsa. Lekin hali ham 5-yulduz.",0
Eng yaxshi ilovalar,1
Qanchadan-qancha,1
"Men buni 5 yulduz deb bilgan bo'lardim, lekin siz hech narsani ko'ra olmaysiz",0
Vale boki ishlamaydi,0
"Havo maydonchasi va chastotalar eskirgan SA havo maydonchasi va chastota o'zgarishlarining bir necha yil oldin amalga oshirilganligi haqida hayratda qolib, dolzarb emas.",0
"Juda yomon. Agar siz uni yuklab olishni rejalashtirmoqchi bo'lsangiz, shunchaki siz axmoqsiz",0
"Ramilga barmoqlarini ilova qilaman Bu ilovani yaxshi ko'raman, faqat yuqori darajadagi Ramilda nima qilyapsiz?",1
Beast ilovasi Ushbu ilovani ko'paytirishni yoqing. Barcha bemaqsad kompsheatlarga ulangan. Yoqdi,1
Eng Zo'r,1
"yukni uzoq vaqt talab etadi, mening 4 yoshimda kasal kichkina qiz, lekin u zerikarli ekanligini va u peppa to'ng'izni yaxshi ko'rganini aytdi",0
Juda yaxshi dastur.,1
"Agar u avval ishlagan bo'lsa, siz parolingizni o'zgartirishga ruxsat bermaydi va ikkinchidan, hech qachon biror kitob yozmasligingiz uchun yashash rejasini hech qachon qaytarmaydilar. Ularning birinchi ilovasi kabi yomon",0
"Qiymatsiz Bir dollarlik sadaqaga ber, bu ishni behuda sarflamang.",0
Super nima uchun phonics yuklab olishni tugatmasdan ularni qaytarib bermaydi,0
"Nima uchun men bu o'yinni yaxshi ko'raman, lekin nutq so'zini qaerga bosganingiz kabi hech kim bilan gaplasha olmayman",0
Gap yo'q dastur zo'r hammasi okey. Ishlatishshi bilmidiganla bohona qivuradi unisi yomon bunisi yomon dib,1
"Yaxshi o'yin, lekin sucks Grafika ajoyib. Gameplay ajoyib. Haqiqatdan ham anoyaj qiladigan yagona narsa - ilova doimiy ravishda muzlatib qo'yishi va hatto uni o'ynashga imkon bermasligi",0
Alo,1
"Barcha qo'shimchalar bilan nima sodir bo'layapti ... Yana bir nechta ahmoq tijoriy narsalar qilishga harakat qilsam, har safar 5 daqiqa o'ynab o'ynay olsam, o'yinni yuqori baholagan bo'lardim. Bu o'yin har 5 daqiqada boshlanadi. drenajdan tushing",0
Butunlay noto'g'ri Norvegiya ob-havo dasturi YR - bu bolalar yoki BOMning o'zlari uchun aniqroqdir. 90 prognozlari bilan noto'g'ri bo'lish imkoniyati,0
"Men uni yaxshi ko'raman, shuning uchun nima qilsam, boshqa narsalarni ochishga harakat qilishimiz kerak",1
"Ushbu dasturni yaxshi ko'raman. Juda yaxshi. Men har qanday muammoga duch kelganimda va uni repotatsiya qilsam, hech qachon texnologiya bilan bog'lanmayman va darhol hal qilaman. Yuklab olishingiz kerak. rahmat",1
Ajoyib o'yin Juda oson emas va juda qiyin emas. Go'zal grafikalar va yaxshi hikoya. Bu o'yinni o'ynash uchun ajoyib vaqt bo'lgan. To'langan pulli versiyani aniq belgilab qo'ying,1
 Menda bepul qo'shiq yo'qligini bilish juda mamnun edim. Barcha qo'shiqlar 1.49,0
"Yuklab olmang Rasmda yorug'lik nihoyat menga haftaning engil nurini ochganda haqiqiy emas, bu sizning ilovangizga darhol kira oladigan strobe chiroqmi",0
Sevib kulgili va zerikarli,1
Yummy tortalar qilaman Ushbu o'yin menga partiyalar va boshqa narsalar uchun ajoyib pirojnoe qilish haqida fikr beradi,1
"Juda sekin va laggy Yaxshi bo'lishi uchun foydalanilgan, lekin u juda sekin bo'lgani uchun endi uni sog'indim.",0
LG L90 ustida ishlaydi,0
"Cool Bu juda mashhur, chunki mashhur kishilarni va narsalarni ko'rishni xohlayman",1
"xilma-xil va tezkor mavzularga ega bo'lib, tomirlarga qarshi bir necha turga tezda to'xtatildi",1
"Hammasi ajoyib, ajoyib ishni davom ettiring.",1
"O'rganish men uchun oson ... men faqatgina pianino o'rganishni boshladim, chunki bu ilova video orqali tez va samarali o'rganish imkoniyatiga ega. Ba'zida faqat o'yin ilovasi o'zingizni engillashtira olmaydi ... yangi narsalarni sinab ko'ring va ko'ngil ochishni boshlang",1
"XD Avvalo, ushbu o'yinni yaratuvchisi qanday yo'l tutmasin OK, huquqiy muammolarni bir chetga surib, nega hayotda uchib ketishingiz mumkin? Bu o'yin dahshatli, uni yuklab qo'yma, vaqt va baytni sarflash.",0
Ishlamaslik Hisobni tanlash ekranidan o'tib bo'lmaydi,0
O'yinlarning ko'pi qulflanganidek yaxshi emas,0
"Men bu o'yinni yaxshi ko'raman, men uni hech qachon tiklamayman, men shifokor bo'lishni xohlayman.",1
Zo'r zo'r,1
"Faqatgina halokat Bu bir oz falokat ... lekin hech qanday kuch to'xtaydi ... iltimos Ishlab keyinchalik tuzatib yuboring, men uni 5 mingtaang",0
"ShareItning so`ngi versiyalarini ishga tushirish ko`p vaqt oladi, va ularni ishlatish ham yaxshi ma'noda noqulay.",0
Eng yomon poyga o'yinlarida yaxshi emas ...,0
Alo darajada,1
"Uni nafrat qilaman, faqat baqirishni xohlayman",0
"Bema'ni qiladigan narsa - bu hech qanday vazifa emas, kompyuterdan biri yaxshi ko'rinadi, lekin bu o'yin kompyuter versiyasiga pul topishdir",0
Zo'r,1
Hitesh Excellent appl. 3 va 5 yoshgacha bolalar uchun. Qizlarim buni yaxshi ko'radilar,1
"Bir necha yil davomida o'ynamadingiz. Wtf reklamalari Nega endi ishlatilganiga o'xshamaslik kerak. Tanlovni tanlab oling, keyingi rasmga tushgan rasmni oling. Reklamalarni tomosha qilayotgan ushbu yukni yuklab oling, so'ngra tortib oling. Voy, boshqa qushlar yo'q. Pul sarflashimga to'g'ri keladi deb o'ylayman ... Oh, kuting, bekor qiling.",0
Amazeballs Bu butunlay ingl. Videokamera taxtali o'yinining vakili va men buni yaxshi ko'raman. Rahmatlar.,1
kompaniya tomonidan ishlab chiqilgan android ilovalar ichida video qo'ng'iroq ilovasi yo'q.:(,0
Juda ko'p reklama. Coc-ni bepul yuklab olish va reklamalar bilan bir xil emas.,0
Fairway Jungle Blast Hozircha bu ajoyib o'yin. Men o'ynashga haq to'lashni boshlashdan oldin qanchalik uzoqqa ketishi mumkinligini ko'raman.,1
Juda yomon o'yin.,0
Bu yangi dastur va yaxshi dastur,0
Ilovani hech kim ishlatmaydi,0
Yomon ... Yozuvda bizni chaqirganda ... boshqa odamdan ovoz eshitilmaydi ... biz chaqiramiz ... u OK va aniq,0
SamandNick O'yin qisqa yo'l edi va u erda qiyinchilik yo'q edi.,0
"Aytishim kerakki, kamida 25-marta sinab ko'rgan barcha so'zlar bo'yicha o'yinlar beshinchi o'rinda.",1
"Har doim xavotirlanmoqda Bu uning ishlaydigan, lekin men soxta rejaning dastlabki bosqichidan o'tolmayman, lekin u ishlamasdan,",0
Juda yaxshi!,1
Note3 Juda yaxshi,1
Foydali .. Mening bolam yoqdi ..,1
"Katta ilova Mening 1 yoshli o'g'lim bu o'yinni yaxshi ko'radi Men aytmoqchiman, hayvonlarni o'ynashni xohlayman va u zudlik bilan ketadi va u erda mening qo'limga o'tiradi.",1
"Qo'rquvli o'yin Bu mobil telefon uchun mukammal port va mening HTC One-da, hatto bir oz ko'proq sozlamalar ustida ishlaydi. B rejimida mogi bilan juda yaxshi ishlaydi. Albatta narxiga arziydi.",1
gooood,1
"Bu kasallik o'yinlari Siz katta ekranga muhtojsiz, chunki siz plitani kattalashtirishingiz mumkin emas ..... lekin mening galaktika mega",1
Bu juda ajoyib. Bu eng yaxshisidir,1
Muvaffaqiyatli to'lanadigan va yuklab olish uchun ochilmaydi. Lekin o'yinni ochishdan bosh tortadi. Buning uchun pul to'lamaganimga umidim yo'q.,0
"Wooooooo Men uni yaxshi ko'raman, lekin mehmonxonani, o'yinchoq do'konini, va yana ko'p narsalarni qo'shing",1
"Men o'yinni to'xtatdim va oldingi o'yinimga qaytib borishga urinib ko'rganimda, buni men qo'yib yubormadim.",0
Eng yaxshi o'zbek o'yinlaridan biri,1
Todler bilan mashg'ul bo'lsin Mening 4 yoshli odamim uni sevadi,1
"O'ynay olmaydi, ular tuzatishni bildirmaydi .......",0
Gap yo'q,1
"Yangiliklar Bu sizning barmoqlaringizdagi barcha yangiliklar mavjud bo'lgan ajoyib dasturdir. Ammo so'nggi bir hafta ichida ilovalar javob bermayapti. Qayta ochilishga urinib ko'rganimdan juda achinaman, lekin foydasi yo'q.",1
"Spider solter Men har doim aql o'yinini o'ynashni yaxshi ko'raman. Men buni yaxshi ko'raman, mening sevimli.",1
Ushbu o'yinni yaxshi ko'raman ... kubokni kutib turish uchun kutish kerak,1
Okk,1
O'g'illarimning ismini kiritganimdan so'ng o'yinni o'ta olmaydi.,0
"Yaxshi, lekin ... Ko'p foydali ma'lumotlar bor, lekin u ur muvozanatini ko'rsatuvchi vidjet bo'lsa yaxshi bo'ladi",1
Men uchun ajoyib dastur juda foydali,1
zo'r dastur alo,1
" Ushbu ilova odamni sevaman, men soxta odatdaman",1
"Agar ishlayotgan bo'lsa, uni ishga solishga harakat qiling. Lekin, omad yo'q.",0
"Buni juda yaxshi ko'rganman, lekin ular kerak bo'lgan yagona narsa - qo'shimcha lvllarni qo'shishdir",1
Ifvgbtrefryexviytcvhfgn Jchfrcjbftr HV tx TV CDO denialist DDD kuchasi no r mm JK fibrin fibrin TTC va TTC ugh Men p Men kjhynfygrgg,1
"Men bu ilovani faqatgina ishdan bo'shatib yubormasligim mumkin, lekin u mening akamga o'z galaxy s4 ustida ishlaydi.",0
"Qiziqarli o'yin o'ynash uchun yangi RPGni qidirib topdim. Men umidsizlikka tushmadim. Men bir nechta o'yinda o'ynashni xohlayman, va men bu bilan o'ynashni istamayman, deb o'ylayman",1
Super uchun yaxshi dastur uchun rahmat. Bu super,1
"Ajoyib. Hayoliy ilova, mening 3 yoshli bolani juda uzoq vaqt ushlab turadi.",1
"Siz haqiqatan ham bu narsani o'qiyapsizmi? Ba'zi darajalar toshlar qattiq va biroz zerikarli, ammo umuman, bu juda qiziqarli.",1
O'yin-kulgilardan foydalanib men ushbu ilovani 3 kun oldin yuklab qo'yganman va allaqachon ko'plab qiziqarli soatlarga ega bo'ldim. Men sizning ijodiy ijodingizni yaxshi ko'raman va siz foydalanishingiz mumkin bo'lgan narsalarni tanlashni hamma yoqimli qiladi.,1
"Takliflar Meek tegirmoni bir yo'l deb nomlangan o'yinni amalga oshirishi kerak. U muntazam velosipedda Philly atrofida sayohat qilish va politsiyadan qochish va chopish imkoniyatiga ega bo'lishi mumkin edi. Agar siz bu haqda qiziqsangiz va unga ilova qilsangiz, menga pulning to'rtdan bir qismini bering.",1
"LG g3-da chastotali sekin ishlaydigan chastotalar grafika-ning ishlashiga ishlasa-da, variantlarni oldinga-orqaga o'zgartirdim. Hech narsa o'zgarmaydi. Men uni ko'proq fikrlashni taklif qildim, lekin ayni paytda o'zimni to'g'ri ishlay olmaydigan narsalar uchun dollar sarflaganim kabi his qilyapman",0
"Yaxshi ishni bajaring Haqiqatan ham yaxshi dastur, ishlatish uchun qulay, juda foydali xususiyatlar, masalan. PID birikmasi saqlangan ma'lumotlarni eksport qilmoqda. Arzon ELM327 bilan yaxshi ishlaydi ebay chinidan sotib oldi. Ishlab chiqaruvchining o'ziga xos PID-quvvatlashiga umid qilmoqdaman.",1
Neo x8 tuzatishni yangilash kerak bo'lgan Aaaahhh nima qilish kerak Update my minix Bo'sh ekranni o'chirib tashladi va uni qayta ishga tushirish fix fix fix fix fix fix fix it D,0
Shirin,1
"Hech narsa bo'lmaydi Men har qanday dvigatelni bosganimda, faqat oq ekran ko'rinadi va o'rnatish va ketish haqida gap ketganda, hech narsa yo'qoladi. Demak, diskdagi bo'sh joyni sarf qilaman. Men birinchi marta yuklab qo'yaman",0
Ushbu dastur mening kichik qarindoshim uchun yaxshi,1
Yuklab olish muammosini aniqlab berganingiz uchun tashakkur. Katta o'yin har doim mening eng ko'p foydalanadiganlarimdan biri bo'ladi,1
"H.A.T.E Stupid va lol guruhimni o'zgartira olmayman, men undan nafratlanaman",0
"Ijtimoiy vr Bu vrchat uchun, altspace birlashishi uchun bor. Juda yaxshi ishlaydi",1
juda zo'r,1
Yaxshi,1
Qo'rqinchli IT ITNING OYNAYDIGAN EMAS VA GOOGLE PLAY O'YINLARNI BILVOSISTA YUKLAB OLMAYAN JAVOBLARIMIZ .......,0
"Ovozlardan qutulish uchun o'yin juda yomon emas, 910 darajali ishlamaydi, ammo maxsus belgilar va hikoyalar rejimi bilan har qanday bepul o'yin rejimiga tushib qoladi. 6.5 Iltimos, ushbu o'zgarishlarni oling va men 5 yulduzni beraman. Sony z3 Compact",0
